AtcoCode,PlateCode,CommonName,CommonNameGA,ShortCommonName,ShortCommonNameGA,Street,NptgLocalityRef,Easting,Northing,Latitude,Longitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,isActive
7010PB003859,,Culmore Point,,,,Culmore Road,E0701003,646370,922263,55.0457122946622,-7.27444006989295,BCT,CUS,OTH,N,,701,TRUE
7010PB003860,,Culmore Point,,,,Culmore Road,E0701003,646379,922262,55.0457024717046,-7.2742994202573,BCT,CUS,OTH,N,,701,TRUE
7010PB003857,,Ballymagrorty,B Mhic Robhartaigh,Ballymagrorty,B Mhic Robhartaigh,,E0701003,641057,920841,55.0334043455972,-7.35777175065622,BCT,CUS,OTH,NW,,701,TRUE
7010PB003858,,Coshquin,,,,,E0701003,641054,920860,55.0335752859269,-7.35781594469228,BCT,CUS,OTH,N,,701,TRUE
7010B158241,158241,Magee Campus,Campas Mhig Aoidh,Magee Campus,Campas Mhig Aoidh,,E0701001,643389,917643,55.0044762846992,-7.3217817014213,BCT,CUS,OTH,N,,701,TRUE
701000007,,Foyleside Coach Park,,,,,E0701001,643685,916491,54.9941010639017,-7.31733099979148,BCT,CUS,OTH,N,,701,TRUE
701000004,,Dungiven,Dún Geimhin,Dungiven,Dún Geimhin,,E0701001,669220,909127,54.9250578570978,-6.92013363209514,BCT,MKD,OTH,S,,701,TRUE
701000005,,Dungiven,Dún Geimhin,Dungiven,Dún Geimhin,,E0701001,669288,909066,54.9245004690647,-6.91908769997222,BCT,MKD,OTH,N,,701,TRUE
701000003,,Guild Hall,Halla Guild,Guild Hall,Halla Guild,,E0701001,643562,916870,54.9975166995346,-7.31919533637797,BCT,MKD,OTH,N,,701,TRUE
701000002,,Patrick Street,Sráid Phádraig,Patrick Street,Sráid Phádraig,,E0701001,643337,917142,54.9999799221629,-7.32267029056076,BCT,MKD,OTH,N,,701,TRUE
701000006,,Drumahow Park & Ride,,,,,E0701001,646039,914700,54.9777991963681,-7.28083570965028,BCT,CUS,OTH,N,,701,TRUE
7010B158131,158131,Ulsterbus Depot,Busáras Ulsterbus,Ulsterbus Depot,Busáras Ulsterbus,,E0701001,643648,916772,54.9966287583853,-7.31786633503893,BCT,MKD,OTH,N,,701,TRUE
701000001,,Water Street,Sráid an Uisce,Water Street,Sráid an Uisce,,E0701001,643683,916710,54.9960686943561,-7.31732885231964,BCT,CUS,OTH,N,,701,TRUE
702000003323,,Sprucefield Shopping Centre,,,,,E0702002,725347,861587,54.4872339963258,-6.06539310865938,BCT,MKD,OTH,S,,702,FALSE
7020B158161,158161,Sprucefield,Sprucefield,Sprucefield,Sprucefield,,E0702002,725309,861587,54.4872433773613,-6.06597923051899,BCT,MKD,OTH,W,,702,FALSE
702000001,,Belfast International Airport,,,,,E0702001,714974,880823,54.6624429322079,-6.21787736086132,BCT,CUS,OTH,N,,702,TRUE
702000006268,,Downpatrick,Dún Pádraig,Downpatrick,Dún Pádraig,,E0702002,748321,844302,54.3258546353686,-5.7197307312641,BCT,CUS,OTH,N,,702,TRUE
702000007262,,DNPTR,,,,,E0702002,748321,844302,54.3258546353686,-5.7197307312641,BCT,CUS,OTH,N,,702,TRUE
70200B156091,156091,Glengall Street,Sráid Ghleann Gall,Glengall Street,Sráid Ghleann Gall,,E0702001,733300,873824,54.5950880606977,-5.93719485012835,BCT,MKD,OTH,N,,702,TRUE
702000000241,,Jury's Inn,Ostán Jurys,Jury's Inn,Ostán Jurys,,E0702001,733452,873959,54.5962601620281,-5.93478299963656,BCT,MKD,OTH,S,,702,TRUE
702000000240,,Europa Bus Centre,Ionad Busanna Europa,Europa Bus Centre,Ionad Busanna Europa,Glengall Street,E0702001,733340,873770,54.5945926369851,-5.93660082131046,BCT,CUS,OTH,E,,702,TRUE
702000015363,,Europa Bus Centre,Ionad Busanna Europa,Europa Bus Centre,Ionad Busanna Europa,Glengall Street,E0702001,733343,873758,54.5944840953118,-5.93655987992098,BCT,CUS,OTH,E,,702,TRUE
702000015422,,Europa Bus Centre,Ionad Busanna Europa,Europa Bus Centre,Ionad Busanna Europa,,E0702001,733360,873822,54.5950542821242,-5.93626793243424,BCT,CUS,OTH,W,,702,TRUE
703000007629,,Clough,An Chloch,Clough,An Chloch,,E0703001,740769,840260,54.2916987906295,-5.83764436236702,BCT,MKD,OTH,N,,703,TRUE
703000007708,,Clough,An Chloch,Clough,An Chloch,,E0703001,740768,840283,54.2919055851788,-5.83764888767838,BCT,CUS,OTH,N,,703,TRUE
703000004183,,Banbridge,Droichead na Banna,Banbridge,Droichead na Banna,Newry Street,E0703001,712376,845574,54.346455074862,-6.27154284081228,BCT,MKD,OTH,SW,,703,TRUE
7030B108061,108061,Banbridge,Droichead na Banna,Banbridge,Droichead na Banna,Newry Street,E0703001,712400,845557,54.3462971064059,-6.2711802920022,BCT,MKD,OTH,NE,,703,FALSE
704000004120,,Mayobridge,Droichead Mhaigh Eo,Mayobridge,Droichead Mhaigh Eo,,E0704001,715453,827177,54.1805402562282,-6.23132886299478,BCT,CUS,OTH,N,,704,TRUE
704000004133,,Mayobridge,Droichead Mhaigh Eo,Mayobridge,Droichead Mhaigh Eo,,E0704001,715469,827171,54.1804827695706,-6.23108618222506,BCT,CUS,OTH,N,,704,TRUE
704000004126,,Hilltown,Baile Hill,Hilltown,Baile Hill,,E0704001,720999,828919,54.1949079587324,-6.14571527861759,BCT,MKD,OTH,N,,704,TRUE
704000004127,,Hilltown,Baile Hill,Hilltown,Baile Hill,,E0704001,721017,828906,54.1947869617379,-6.14544482064242,BCT,CUS,OTH,N,,704,TRUE
704000004096,,Rathfriland,Ráth Fraoileann,Rathfriland,Ráth Fraoileann,,E0704001,720044,833531,54.2365525253834,-6.15849970562435,BCT,CUS,OTH,N,,704,TRUE
7040B158011,158011,Lonsdale Road Bus Station,Lonsdale Road,,,,E0704004,687479,845693,54.3524000940554,-6.65431550421686,BCT,MKD,OTH,N,,704,TRUE
704000000235,,Lonsdale Road Bus Station,,,,,E0704004,687480,845687,54.3523460249954,-6.65430188733458,BCT,CUS,OTH,N,,704,TRUE
7040B558051,,Portadown,Port an Dúnáin,Portadown,Port an Dúnáin ,,E0704002,700877,853695,54.4218012762442,-6.4455786588274,BCT,MKD,OTH,N,,704,TRUE
7040B558021,,Portadown,Port an Dúnáin,Portadown,Port an Dúnáin,,E0704002,701018,853813,54.4228331795854,-6.44336669562138,BCT,MKD,OTH,N,,704,TRUE
7040B558041,,Lurgan,An Lorgain,Lurgan,An Lorgain,,E0704003,703726,858818,54.467242136866,-6.39990366798968,BCT,MKD,OTH,N,,704,TRUE
704000007336,,Castlewellan,Caisleán Uidhilín,Castlewellan,Caisleán Uidhilín,,E0704001,733932,836207,54.2571404924964,-5.94440371606335,BCT,MKD,OTH,N,,704,TRUE
704000007346,,Castlewellan,Caisleán Uidhilín,Castlewellan,Caisleán Uidhilín,,E0704001,733933,836190,54.256987574866,-5.94439597455418,BCT,MKD,OTH,N,,704,TRUE
704000007623,,Dundrum,Dún Droma,Dundrum,Dún Droma,,E0704001,740446,836456,54.2576308916427,-5.84438625161301,BCT,CUS,OTH,N,,704,TRUE
704000007714,,Dundrum,Dún Droma,Dundrum,Dún Droma,,E0704001,740460,836451,54.2575821550047,-5.84417388595286,BCT,CUS,OTH,N,,704,TRUE
7040B139781,139781,Meigh Cross,Crosaire na Maí,Meigh Cross,Crosaire na Maí,,E0704001,707399,819784,54.1158843222512,-6.35728457153686,BCT,MKD,OTH,N,,704,TRUE
7040B139771,139771,Killeen Bridge,Dr an Cillín,Killeen Bridge,Dr an Cillín,,E0704001,708066,821485,54.131023085518,-6.34647889814698,BCT,CUS,OTH,N,,704,TRUE
7040B139761,139761,Killeen Bridge,Dr an Cillín,Killeen Bridge,Dr an Cillín,,E0704001,708092,821484,54.1310086398583,-6.34608161234088,BCT,CUS,OTH,N,,704,TRUE
7040B139491,139491,Buttercrane SC,IS Chraein an Ime,Buttercrane SC,IS Chraein an Ime,,E0704001,708315,826150,54.1728714823796,-6.34099572245591,BCT,MKD,OTH,N,,704,TRUE
7040B139501,139501,Newry,An tIúr,Newry,An tIúr,,E0704001,708343,826150,54.1728655758005,-6.34056705988029,BCT,MKD,OTH,N,,704,TRUE
7040B139481,139481,Newry,An tIúr,Newry,An tIúr,,E0704001,708451,825639,54.1682530256848,-6.33909756269821,BCT,MKD,OTH,N,,704,TRUE
7040B107131,107131,Cullaville,Baile Mhic Cullach,Cullaville,Baile Mhic Cullach,,E0704001,688801,813396,54.0620448123748,-6.64352516920916,BCT,MKD,OTH,N,,704,TRUE
704000000234,,Culloville,,,,,E0704001,688789,813377,54.0618761957735,-6.64371397972223,BCT,CUS,OTH,N,,704,TRUE
704000006235,,Newcastle,An Caisleán Nua,Newcastle,An Caisleán Nua,,E0704001,737730,831631,54.2150428140168,-5.88825482841231,BCT,CUS,OTH,N,,704,TRUE
704000007728,,Newcastle,An Caisleán Nua,Newcastle,An Caisleán Nua,,E0704001,737730,831631,54.2150428140168,-5.88825482841231,BCT,CUS,OTH,N,,704,TRUE
704000015104,,Kilcoo,Cill Chua,Kilcoo,Cill Chua,,E0704001,728394,833176,54.2313401567678,-6.03064175720828,BCT,CUS,OTH,N,,704,TRUE
704000015105,,Kilcoo,Cill Chua,Kilcoo,Cill Chua,,E0704001,728389,833186,54.2314312122883,-6.03071412267625,BCT,CUS,OTH,N,,704,TRUE
7040B156061,156061,Newry Bus Station,Stáisiún Bus An tIúr,Newry Bus Station,Stáisiún Bus An tIúr,,E0704001,708365,826388,54.1749986272411,-6.34014464532747,BCT,MKD,OTH,N,,704,TRUE
7040B156051,156051,Newry,An tIúr,Newry,An tIúr,The Mall,E0704001,708376,826457,54.1756160569634,-6.33995140976067,BCT,MKD,OTH,SW,,704,TRUE
704000015471,,Newry Bus Station,,,,,E0704001,708416,826486,54.1758680879831,-6.33932855715566,BCT,CUS,OTH,N,,704,TRUE
7040B150611,150611,Monaghan Street,Sráid Mhuineacháin,Monaghan Street,Sráid Mhuineacháin,Monaghan Street,E0704001,708160,826584,54.1768023042176,-6.34321285594727,BCT,MKD,OTH,W,,704,TRUE
7050B631071,631071,Loughview Drive,Loughview Drive,Loughview Drive,Loughview Drive,Pearse Road,E0705002,608455,838742,54.297373889864,-7.8701144779675,BCT,MKD,OTH,S,,705,TRUE
7050B6310001,631001,Belcoo,Béal Cú,Belcoo,Béal Cú,N16,E0705002,608346,838613,54.296216555426,-7.87179252976785,BCT,MKD,OTH,NE,,705,TRUE
7050B8004282,,Enniskillen,Inis Ceithleann,Enniskillen,Inis Ceithleann,Broadmeadow,E0705002,623417,843950,54.3437027716171,-7.63986350331465,BCT,MKD,OTH,NE,,705,TRUE
7050B108081,108081,Enniskillen,Inis Ceithleann,Enniskillen,Inis Ceithleann,Friths Pass,E0705002,623403,843949,54.3436944286399,-7.64007888696494,BCT,MKD,OTH,NE,,705,TRUE
7050B1415501,141551,Bellanaleck,Bealach na Leice,Bellanaleck,Bealach na Leice,,E0705002,623577,838537,54.2950580826928,-7.63783030428049,BCT,CUS,OTH,N,,705,TRUE
7050B1409001,140901,Bellanaleck,Bealach na Leice,Bellanaleck,Bealach na Leice,,E0705002,623565,838531,54.2950047241065,-7.63801510677572,BCT,CUS,OTH,N,,705,TRUE
7050B141561,141561,Derrylin,Doire Loinn,Derrylin,Doire Loinn,,E0705001,628202,827247,54.1933796273301,-7.56784857395777,BCT,MKD,OTH,N,,705,TRUE
7050B140871,140871,Derrylin,Doire Loinn,Derrylin,Doire Loinn,,E0705001,628196,827240,54.1933170593249,-7.56794116763396,BCT,MKD,OTH,N,,705,TRUE
7050B630101,630101,Letterbreen,Leitir Bhruín,Letterbreen,Leitir Bhruín,,E0705002,617430,840116,54.3094925605682,-7.73216183422823,BCT,MKD,OTH,N,,705,TRUE
7050B630091,630091,Letterbreen,Leitir Bhruín,Letterbreen,Leitir Bhruín,,E0705002,617396,840093,54.3092870556637,-7.73268562828709,BCT,MKD,OTH,N,,705,TRUE
705000000227,,Lisnarick,,Lisnarick,,,E0705002,619373,858495,54.4745621118582,-7.70110733278618,BCT,MKD,OTH,N,,705,TRUE
705000000228,,Lisnarick,,,,,E0705002,619366,858500,54.4746073043704,-7.70121500194026,BCT,CUS,OTH,N,,705,TRUE
705000000232,,Shore Road Car Park,,,,,E0705002,623536,843926,54.3434816509609,-7.63803530448832,BCT,CUS,OTH,N,,705,TRUE
705000000233,,Shore Road Car Park,,,,,E0705002,623536,843934,54.343553532916,-7.63803467294722,BCT,CUS,OTH,N,,705,TRUE
705000000220,,Derrylin,Doire Loinn,Derrylin,Doire Loinn,,E0705001,627672,827980,54.1999947809967,-7.5759023173619,BCT,CUS,OTH,N,,705,TRUE
705000000219,,Derrylin,Doire Loinn,Derrylin,Doire Loinn,,E0705001,627663,827973,54.1999323686634,-7.57604088991819,BCT,CUS,OTH,N,,705,TRUE
7050B5596101,559611,Sligo Retail Park,PM na Shligigh,Sligo Retail Park,PM na Shligigh,,E0705002,608449,838723,54.2972032651449,-7.87020718649796,BCT,MKD,OTH,N,,705,TRUE
7050B141541,141541,Belleek,Béal Leice,Belleek,Béal Leice,,E0705003,593875,858637,54.4761705959608,-8.09450198679982,BCT,MKD,OTH,N,,705,TRUE
7050B600271,600271,Lisnarick,Lisnarick,Lisnarick,Lisnarick,,E0705002,619509,858715,54.4765336280196,-7.6989946019404,BCT,MKD,OTH,N,,705,TRUE
7050B600281,600281,Lisnarick,Lisnarick,Lisnarick,Lisnarick,,E0705002,619509,858702,54.4764168217108,-7.69899545954913,BCT,MKD,OTH,N,,705,TRUE
7050B600291,600291,Kesh,An Cheis,Kesh,An Cheis,,E0705002,617953,863835,54.5225946581154,-7.7226906169674,BCT,MKD,OTH,N,,705,TRUE
7050B600311,600311,Kesh,An Cheis,Kesh,An Cheis,,E0705002,617967,863828,54.5225312667747,-7.72247479654476,BCT,MKD,OTH,N,,705,TRUE
7060000001,,Omagh,An Ómaigh,Omagh,An Ómaigh,,E0706002,643714,873816,54.6107018299583,-7.32331381356176,BCT,MKD,OTH,N,,706,TRUE
7060000002,,ASDA,,,,,E0706006,634073,898307,54.8314826930048,-7.46968244283131,BCT,MKD,OTH,N,,706,TRUE
706000009127,,Dungannon,Dún Geanainn,Dungannon,Dún Geanainn,,E0706001,679402,862088,54.5010015533382,-6.77414204945787,BCT,MKD,OTH,N,,706,TRUE
706000009239,,Dungannon,Dún Geanainn,Dungannon,Dún Geanainn,,E0706001,679402,862088,54.5010015533382,-6.77414204945787,BCT,CUS,OTH,N,,706,TRUE
7060B156031,156031,Ballygawley,Baile Uí Dhálaigh,Ballygawley,Baile Uí Dhálaigh,,E0706001,662976,857582,54.4628248330609,-7.02865110924155,BCT,CUS,OTH,N,,706,TRUE
7060B158181,158181,Canal Street,Sráid na Canálach,Canal Street,Sráid na Canálach,,E0706006,634455,897894,54.8277460618064,-7.46378639704708,BCT,MKD,OTH,N,,706,TRUE
7060B158121,158121,Bradley Way,Bealach Bradley,Bradley Way,Bealach Bradley,,E0706006,634051,897753,54.8265068781516,-7.47009002495236,BCT,MKD,OTH,N,,706,TRUE
706000002,,Beltony Road,,,,,E0706002,643602,874079,54.6130744032473,-7.3250083232675,BCT,MKD,OTH,N,,706,TRUE
706000003,,Beltony Road,,,,,E0706002,643593,874074,54.6130302578293,-7.32514838253169,BCT,MKD,OTH,N,,706,TRUE
7060B1581001,158101,Newtownstewart,An Baile Nua,Newtownstewart,An Baile Nua,,E0706004,640393,886148,54.7217738838126,-7.37301470512109,BCT,MKD,OTH,N,,706,TRUE
7060B1581002,158102,Newtownstewart,An Baile Nua,Newtownstewart,An Baile Nua,,E0706004,640393,886148,54.7217738838126,-7.37301470512109,BCT,MKD,OTH,N,,706,TRUE
7060B1581401,158141,Sion Mills,Muileann an tSiáin,Sion Mills,Muileann an tSiáin,,E0706005,633940,893219,54.785779358327,-7.47234836164944,BCT,MKD,OTH,N,,706,TRUE
7060B1581402,158142,Sion Mills,Muileann an tSiáin,Sion Mills,Muileann an tSiáin,,E0706005,633940,893219,54.785779358327,-7.47234836164944,BCT,MKD,OTH,N,,706,TRUE
7060B152481,152481,Sion Mills,Muileann an tSiáin,Sion Mills,Muileann an tSiáin,,E0706005,633987,893056,54.7843117247012,-7.4716367976002,BCT,MKD,OTH,N,,706,TRUE
7060B157111,157111,Newtownstewart,An Baile Nua,Newtownstewart,An Baile Nua,,E0706004,640395,886161,54.7218905194398,-7.37298186024223,BCT,MKD,OTH,N,,706,TRUE
706000006,,Toome,Tuaim,Toome,Tuaim,,E0706001,699940,890212,54.7499740868064,-6.44758784359579,BCT,CUS,OTH,N,,706,TRUE
7060B158031,158031,Ulsterbus Depot,Busáras Ulsterbus,Ulsterbus Depot,Busáras Ulsterbus,,E0706002,645199,872822,54.6016407291278,-7.30048124165798,BCT,MKD,OTH,N,,706,TRUE
8210LL10438,10438,Rathtoe,Ráth Tó,Rathtoe,Ráth Tó,,E0821016,680904,671447,52.7879643609432,-6.8005729956684,BCT,MKD,OTH,SW,821G000001,821,TRUE
8210B5981201,598121,Carlow IT,IT Cheatharlach,Carlow IT,IT Cheatharlach,,E0821025,671692,675986,52.8300543996409,-6.93612116551754,BCT,MKD,OTH,NE,821G000002,821,TRUE
8210TR000006,,Tullys Travel,,,,Tullow Street,E0821025,672060,676692,52.8363495537258,-6.93050540939105,TXR,,,,821G000003,821,TRUE
8210TR000008,,Heatons,,,,X,E0821025,672541,676488,52.834451868158,-6.92341324330945,TXR,,,,821G000004,821,TRUE
8210TR000007,,Shaws Department Store,,,,Tullow Street,E0821025,672011,676703,52.8364549496809,-6.93123008909164,TXR,,,,821G000005,821,TRUE
8210LL10002,10002,Kildavin,Cill Damháin,Kildavin,Cill Damháin,,E0821017,688901,659948,52.6833829205394,-6.68516065900002,BCT,CUS,OTH,N,821G000006,821,TRUE
8210LL10003,10003,Kildavin,Cill Damháin,Kildavin,Cill Damháin,,E0821017,688913,659949,52.6833899377097,-6.68498296083434,BCT,MKD,OTH,S,821G000006,821,TRUE
8210B136211,136211,Rathvilly,Ráth Bhile,Rathvilly,Ráth Bhile,,E0821012,687800,681871,52.8805507014169,-6.69556191940628,BCT,CUS,OTH,NE,821G000007,821,TRUE
8210TR000001,,Fdc Accountants,,,,The Square,E0821014,685195,673166,52.8027505999888,-6.73652645318945,TXR,,,,821G000008,821,TRUE
821000011,,Barrack Street,,,,,E0821025,672404,676590,52.8353868712984,-6.92542345782427,BCT,CUS,OTH,SW,821G000009,821,TRUE
8210B3355702,335572,Carlow Coach Park,Clós Cóistí Cheatharlach,Carlow Coach Park,Clós Cóistí Cheath,,E0821025,672303,676404,52.8337290087413,-6.92696334742696,BCT,MKD,OTH,SW,821G000010,821,TRUE
8210B3355701,335571,Hanover Bus Park,Páirc Bus Hanover,Hanover Bus Park,Páirc Bus Hanover,,E0821025,672304,676405,52.8337378607425,-6.92694828796106,BCT,MKD,OTH,SW,821G000010,821,TRUE
8210PB000017,,Carlow Coach Park,Clós Cóistí Cheatharlach,Carlow Coach Park,Clós Cóistí Cheath,,E0821025,672310,676393,52.8336292224146,-6.92686191787065,BCT,CUS,OTH,NW,821G000010,821,TRUE
8210TR000005,,Brooks Restaurant,,,,Tullow Street,E0821025,672103,676683,52.8362629282615,-6.92986932466494,TXR,,,,821G000011,821,TRUE
8210TR000004,,Bruce Betting,,,,Potato Market,E0821025,672142,676650,52.8359611676259,-6.92929790203917,TXR,,,,821G000012,821,TRUE
8210TR000003,,Ulster Bank,,,,Kennedy Avenue,E0821025,672227,676504,52.8346378099579,-6.92806891097585,TXR,,,,821G000013,821,TRUE
8210TR000002,,Carlow Train Station,,,,St Josephs Road,E0821025,672559,677188,52.8407397228482,-6.92299054219178,TXR,,,,821G000014,821,TRUE
8210B1360701,136071,Leighlinbridge Cross,Crois Leithghlinn Droichid,Leighlinbridge Cross,Leithghlinn Droichid,,E0821123,668405,665420,52.735531445787,-6.98709757456481,BCT,CUS,OTH,N,821G000015,821,TRUE
8210PB000012,,Borris,An Bhuiríos,Borris,An Bhuiríos,,E0821024,672892,650424,52.6001859125554,-6.92398459557205,BCT,CUS,OTH,SE,821G000016,821,TRUE
8210B339081,339081,Seskin Road,Bóthar an tSeiscinn,Seskin Road,Bóthar an tSeiscinn,R448,E0821006,668495,665793,52.7388720012359,-6.98568732045988,BCT,CUS,OTH,S,821G000018,821,TRUE
8210B3394301,339431,Royal Oak Road,Bóthar na Darach Ríoga,Royal Oak Road,Br na Darach Ríoga,,E0821029,668623,661891,52.7037905997953,-6.98460691244028,BCT,CUS,OTH,S,821G000019,821,TRUE
8210B3394302,339432,Royal Oak,An Dair Ríoga,Royal Oak,An Dair Ríoga,,E0821029,668566,661802,52.7029980210681,-6.98546872828276,BCT,MKD,OTH,N,821G000019,821,TRUE
8210PB000008,,Carlow Royal Oak,An Dair Ríoga Cheatharlach,Carlow Royal Oak,An Dair Ríoga,,E0821029,668596,661749,52.7025179381923,-6.98503596183406,BCT,CUS,OTH,SE,821G000019,821,TRUE
8210B3511401,351141,Rathvilly,Ráth Bhile,Rathvilly,Ráth Bhile,N81,E0821012,687821,681879,52.8806191573759,-6.69524785426883,BCT,CUS,OTH,SW,821G000020,821,TRUE
8210B3511402,351142,Rathvilly,Ráth Bhile,Rathvilly,Ráth Bhile,N81,E0821012,687821,681879,52.8806191573759,-6.69524785426883,BCT,MKD,OTH,NE,821G000020,821,TRUE
8210B1340202,134022,Hacketstown,Baile Haicéid,Hacketstown,Baile Haicéid,Main Street,E0821003,697058,680355,52.86533977541,-6.55851347138918,BCT,CUS,OTH,NW,821G000021,821,TRUE
8210B1340201,134021,Hacketstown,Baile Haicéid,Hacketstown,Baile Haicéid,Main Street,E0821003,697066,680342,52.8652215308509,-6.55839857023041,BCT,CUS,OTH,NW,821G000021,821,TRUE
8210B3555602,355562,The Square Tullow,Cearnóg An Tulach,The Square Tullow,Cearnóg An Tulach,Bridge Street,E0821014,685219,673187,52.8029355076111,-6.73616514706818,BCT,CUS,OTH,SW,821G000023,821,TRUE
8210B3555601,355561,Tullow,An Tulach,Tullow,An Tulach,Bridge Street,E0821014,685219,673187,52.8029355076111,-6.73616514706818,BCT,CUS,OTH,SW,821G000023,821,TRUE
8210B3555603,355563,Tullow,An Tulaigh,Tullow,An Tulaigh,Bridge Street,E0821014,685218,673187,52.8029356655176,-6.73617997356989,BCT,MKD,OTH,SW,821G000023,821,TRUE
8210B3555604,355564,Tullow,An Tulaigh,Tullow,An Tulaigh,Bridge Street,E0821014,685225,673208,52.8031232569624,-6.73607071603336,BCT,MKD,OTH,NE,821G000023,821,TRUE
8210B3511801,351181,Kildavin,Cill Damháin,Kildavin,Cill Damháin,N80,E0821017,688522,660126,52.6850443864332,-6.69071660531193,BCT,CUS,OTH,SE,821G000024,821,TRUE
821000007,,Leighlinbridge,Leithghl an Droichid,Leighlinbridge,Leithghl an Droichid,,E0821006,669165,665560,52.736692910646,-6.97581638432062,BCT,CUS,OTH,S,821G000028,821,TRUE
821000008,,Leighlinbridge,Leithghlinn an Droichid,Leighlinbridge,Leithghl an Droichid,,E0821006,669153,665561,52.736703431217,-6.97599383675735,BCT,CUS,OTH,N,821G000028,821,TRUE
821000009,,Royal Oak Road,Bóthar na Darach Ríoga,Royal Oak Road,Br na Drch Ríoga,,E0821009,669715,661478,52.6999397338937,-6.96853926793729,BCT,CUS,OTH,W,821G000029,821,TRUE
821000010,,Royal Oak Road,Bóthar na Darach Ríoga,Royal Oak Road,Br na Drch Ríoga,,E0821009,669711,661497,52.7001109912718,-6.96859441390033,BCT,CUS,OTH,E,821G000029,821,TRUE
821000012,,Bagenalstown,Muine Bheag,Bagenalstown,Muine Bheag,,E0821009,670360,661659,52.7014828788057,-6.95895924451925,BCT,CUS,OTH,S,821G000030,821,TRUE
821000013,,Bagenalstown,Muine Bheag,Bagenalstown,Muine Bheag,,E0821009,670339,661659,52.7014856063298,-6.95926990295248,BCT,CUS,OTH,N,821G000030,821,TRUE
821000016,,Dublin Road,Bóthar BÁC,Dublin Road,Bóthar BÁC,,E0821014,685783,673899,52.8092438503826,-6.72761624653656,BCT,CUS,OTH,SW,821G000031,821,TRUE
821000018,,St Patrick's Park,Páirc Phádraig,St Patrick's Park,Páirc Phádraig,,E0821014,684671,673338,52.804378587016,-6.74425099841398,BCT,CUS,OTH,W,821G000032,821,TRUE
821000022,,Kernanstown,Baile Mhic Thiarnáin,Kernanstown,Baile Mhic Thiarnáin,,E0821022,675633,675120,52.8217340802385,-6.87785084568854,BCT,CUS,OTH,W,821G000034,821,TRUE
8210B351711,351711,Ballon,Balana,Ballon,Balana,,E0821007,683030,666166,52.7401879532436,-6.77039976288263,BCT,MKD,OTH,N,821G010006,821,TRUE
8210B351721,351721,Ballon,Balana,Ballon,Balana,,E0821007,683042,666155,52.7400872675218,-6.77022488071272,BCT,MKD,OTH,S,821G010006,821,TRUE
8210B1360801,136081,Royal Oak,An Dair Ríoga,Royal Oak,An Dair Ríoga,,E0821562,668566,661802,52.7029980210681,-6.98546872828276,BCT,CUS,OTH,N,,821,TRUE
8210B136231,136231,Hacketstown,Baile Haicéid,Hacketstown,Baile Haicéid,,E0821003,697062,680359,52.8653749936502,-6.55845289325902,BCT,CUS,OTH,SE,,821,TRUE
821000001,,Iona Drive,Céide Í,Iona Drive,Céide Í,,E0821025,672822,677083,52.8397607099254,-6.91911096092831,BCT,MKD,OTH,N,,821,TRUE
821000002,,Iona Drive,Céide Í,Iona Drive,Céide Í,,E0821025,672829,677070,52.8396429448198,-6.91900998192868,BCT,MKD,OTH,S,,821,TRUE
8210B136061,136061,IT Carlow,IT Cheatharlach,IT Carlow,IT Cheatharlach,,E0821025,671702,675978,52.8299811805242,-6.93597455431291,BCT,MKD,OTH,S,,821,TRUE
8210000199,,Carlow College,Coláiste Cheatharlach,Carlow College,Coláiste Cheatharlach,,E0821025,672279,676946,52.838602706909,-6.92719944532572,BCT,CUS,OTH,N,,821,TRUE
8210B154001,154001,Páirc Mhuire,Páirc Mhuire,Páirc Mhuire,Páirc Mhuire,,E0821014,685463,673383,52.8046580908354,-6.73249626766088,BCT,CUS,OTH,N,,821,TRUE
8210B153991,153991,Páirc Mhuire,Páirc Mhuire,Páirc Mhuire,Páirc Mhuire,,E0821014,685462,673401,52.8048199890738,-6.73250639090103,BCT,MKD,OTH,NE,,821,TRUE
8210LL10440,10440,Flynns Garage,,Flynns Garage,,,E0821014,685473,673391,52.804728391432,-6.73234590614942,BCT,MKD,OTH,N,,821,TRUE
821000006,,Tyndall College,,,,,E0821463,671097,674771,52.8192149652133,-6.94521352940163,BCT,CUS,OTH,N,,821,TRUE
821000005,,Tyndall College,,,,,E0821463,671115,674763,52.8191407025419,-6.94494827409532,BCT,CUS,OTH,N,,821,TRUE
821000003,,Tullow Abbey Street,,,,,E0821014,684989,672966,52.8009859648035,-6.73963266966709,BCT,CUS,OTH,N,,821,TRUE
821000004,,Tullow Abbey Street,,,,,E0821014,685016,672956,52.8008918566571,-6.73923497055727,BCT,CUS,OTH,N,,821,TRUE
8210LL10874,10874,Tinryland Junction,,,,,E0821381,674896,673187,52.8044669090776,-6.88922620183494,BCT,CUS,OTH,N,,821,TRUE
821000014,,Carlow Institute of Further Education,,,,,E0821025,671961,676274,52.8326065725815,-6.93206660195956,BCT,CUS,OTH,N,,821,TRUE
821000015,,Carlow Institute of Further Education,,,,,E0821025,671954,676272,52.8325895346469,-6.93217090618287,BCT,CUS,OTH,N,,821,TRUE
821000017,,SETU Carlow Campus,,,,,E0821556,671725,675584,52.8264375735088,-6.93571984210315,BCT,CUS,OTH,N,,821,TRUE
